LGA,WARD,name,type,ownership,code,lga,Type_2,ownership2,no,
,II Amobi Kuta,"Primary Health Centre, Amobi Kuta",Primary,Public,29,2,1,1,8,
,,"Health Centre, Ile Ogbo /Kuta Railway Stn",Primary,Public,29,2,1,1,9,
,,"Model Health Centre, Kuta",Primary,Public,29,2,1,1,10,
,Oke Osun,"Primary Health Centre, Mamu Abimbola",Primary,Public,29,2,1,1,11,
,,Primary Health Centre Osunwoyin,Primary,Public,29,2,1,1,12,
,,"Health Centre, Ile Ora",Primary,Public,29,2,1,1,13,
,,"Health Centre, Eleji",Primary,Public,29,2,1,1,14,
,,"Primary Health Centre, Aba Odan",Primary,Public,29,2,1,1,15,
,,"Health Centre, Onigangan",Primary,Public,29,2,1,1,16,
,Ward II idiape,"Comp. Health Centre, Ile-Ogbo",Secondary,Public,29,2,2,1,17,
,Ward 1 Kuta,"Comp. Health Centre, Kuta",Secondary,Public,29,2,2,1,18,
,Ward 1 Oosa Ile-Ogbo," Primary Health Centre, Oke-Odo",Primary,Public,29,2,1,1,19,
,I Oluponna," Primary Health Centre, Popo Oluponna",Primary,Public,29,2,1,1,20,
,II Oluponna Omisore," Primary Health Centre, Omisore",Primary,Public,29,2,1,1,21,
,III Ilagi," Primary Health Centre, Ilagi\",Primary,Public,29,2,1,1,22,
,," Primary Health Centre, Arijesu",Primary,Public,29,2,1,1,23,
,I Isaleoba Kuta," Primary Health Centre, Isale Oba",Primary,Public,29,2,1,1,24,
,II Amobi Kuta," Primary Health Centre, Amobi kuta",Primary,Public,29,2,1,1,25,
,," Health Centre, Ile-Ogbo/kuta Railway Station",Primary,Public,29,2,1,1,26,
,," Model Health Centre, Kuta",Primary,Public,29,2,1,1,27,
,Oke Osun,"Primary Health Centre, Mamu Abimbola",Primary,Public,29,2,1,1,28,
,,"Primary Health Centre, Osunwoyin",Primary,Public,29,2,1,1,29,
,, Health Centre Ileran,Primary,Public,29,2,1,1,30,
,, Health Centre Eleji,Primary,Public,29,2,1,1,31,
,," Primary Health Centre, Aba Odan",Primary,Public,29,2,1,1,32,
,,"Health Centre, Onigangan",Primary,Public,29,2,1,1,33,
,II Idiape Ile ogbo," Health Centre, Okoni",Primary,Public,29,2,1,1,34,
,III Gbogbo Ile Ogbo,"Health Centre, Aiyetedo",Primary,Public,29,2,1,1,35,
,I PopoOluponna," Health Centre, Alaya",Primary,Public,29,2,1,1,36,
,, Health Centre Iwo Railway Station,Primary,Public,29,2,1,1,37,
,,Health Centre Adendere,Primary,Public,,2,1,1,38,
,, Ife Olu Mat. Home,Primary,Public,29,2,1,1,39,
,,Glory Mat. Home,Primary,Private,29,2,1,2,40,
,II Omisore Oluponna,"Health Centre, Ejemu",Primary,Public,29,2,1,1,41,
,III Idi-Ogun, Oluwalose Convalescence Home,Primary,Private,29,2,1,2,42,
,I Oosa Ilogbo,TBL Clinic,Primary,Public,29,2,1,1,43,
ATAKUMOSA EAST,IPERINDO WARD-4,"Comp. Health Centre, Iperindo",Secondary,Public,29,3,2,1,1,
,,"Pri. Health Centre, Iperindo",Primary,Public,29,3,1,1,2,
,,"Health Centre, Oke-Igun",Primary,Public,29,3,1,1,3,
,,"Health Centre, Kajola",Primary,Public,29,3,1,1,4,
,,"Health Centre, Ilu-Isegun",Primary,Public,29,3,1,1,5,
,,Just Believe Covn. Home,Primary,Private,29,3,1,2,6,
,,Asa Health Centre,Primary,Public,29,3,1,1,7,
,Arowojobe Ward 8,"Comp. Health Centre, Alaka",Secondary,Public,29,3,2,1,8,
,,"Health Centre, Arowojobe",Primary,Public,29,3,1,1,9,
,,"Health Centre, Fajuke",Primary,Public,29,3,1,1,10,
,,"Health Centre, Arewa",Primary,Public,29,3,1,1,11,
,Iwara Ward 1,"Comp. Health Centre, Iwara",Secondary,Public,29,3,2,1,12,
,,"Health Centre, Iwara",Primary,Public,29,3,1,1,13,
,,"Health Centre, Iwikun",Primary,Public,29,3,1,1,14,
,,"Health Centre, Asuku",Primary,Public,29,3,1,1,15,
,,"Health Centre, Ayetoro",Primary,Public,29,3,1,1,16,
,,"Health Centre, Iyinta",Primary,Public,29,3,1,1,17,
,Igangan Ward 2,"Health Centre, Igangan",Primary,Public,29,3,1,1,18,
,,"Health Centre, Kajola Alango",Primary,Public,29,3,1,1,19,
,,"Health Centre, Owode",Primary,Public,29,3,1,1,20,
,Ipole Ward3,"Health Centre, Odo",Primary,Public,29,3,1,1,21,
,,"Health Centre, Ipole",Primary,Public,29,3,1,1,22,
,,"Health Centre, Irogbo",Primary,Public,29,3,1,1,23,
,,"Health Centre, Odo",Primary,Public,29,3,1,1,24,
,,Health Centre Ajebandele-Aye,Primary,Public,29,3,1,1,25,
,,"Health Centre, Lawaye",Primary,Public,29,3,1,1,26,
,,"Health Centre, Ikoromoja",Primary,Public,29,3,1,1,27,
,Emi Oni Ward 5,"Pry Health Centre, Eti-Oni",Primary,Public,29,3,1,1,28,
,,"Health Centre, Itaapa",Primary,Public,29,3,1,1,29,
,,"Health Centre, Aladodo",Primary,Public,29,3,1,1,30,
,,"Health Centre, Temidire",Primary,Public,29,3,1,1,31,
,Odogbo Ward 6,Health Centre Odogbo,Primary,Public,29,3,1,1,32,
,,Health Centre Ajido,Primary,Public,29,3,1,1,33,
,Sokoto Ward 07,"Health Centre, Sokoto",Primary,Public,29,3,1,1,34,
,,"Health Centre, Onigbogi",Primary,Public,29,3,1,1,35,
,,"Health Centre, Ogundele",Primary,Public,29,3,1,1,36,
,Ipole Ward 9,"Pry Health Centre, Faforiji",Primary,Public,29,3,1,1,37,
,,"Health Centre, Ajebandele",Primary,Public,29,3,1,1,38,
,,"Health Centre, Ayinrin Adedeji",Primary,Public,29,3,1,1,39,
,,"Health Centre, Oke-Odo",Primary,Public,29,3,1,1,40,
,,"Health Centre, Araromi Olowu",Primary,Public,29,3,1,1,41,
,Faforiji Ward 9,"Health Centre, Atorin",Primary,Public,29,3,1,1,42,
,,"Health Centre, Omi Odo",Primary,Public,29,3,1,1,43,
,,"Health Centre, Aratu",Primary,Public,29,3,1,1,44,
,,"Health Centre, Oke Temidayo",Primary,Public,29,3,1,1,45,
,,"Health Centre, Aba-titun",Primary,Public,29,3,1,1,46,
,,"Health Centre, Araromi Otokobo",Primary,Public,29,3,1,1,47,
,,"Health Centre, Olowu",Primary,Public,29,3,1,1,48,
,,"Health Centre, Agbon Jegede",Primary,Public,29,3,1,1,49,
,,"Health Centre, Eyin Oke",Primary,Public,29,3,1,1,50,
,,"Health Centre, Aye Oke",Primary,Public,29,3,1,1,51,
,Ajebandele Ward 6,Health Centre Erinsebija,Primary,Public,29,3,1,1,52,
,Odogbo Ward 4,Health Centre Aguda,Primary,Public,29,3,1,1,53,
,Eti Oni Ward 6,"Health Centre, Alarere",Primary,Public,29,3,1,1,54,
ATAKUMOSA WEST,Ward 1,"Compres. Health Centre, Osu",Secondary,Public,29,4,2,1,1,
,,Ireti-Ogo Mat. Home Osu,Primary,Public,29,4,1,1,2,
,,Hope Mat. Home Osu,Primary,Public,29,4,1,1,3,
,Ward 11,"Comp. Health Centre, Ifewara",Secondary,Public,29,4,2,1,4,
,Ward 3,Osu Health Centre,Primary,Public,29,4,1,1,5,
,Ward 10,Ifewara Health Centre,Primary,Public,29,4,1,1,6,
,,Ogogo Soja Health Centre,Primary,Public,29,4,1,1,7,
,Ward 2,Balogun Health Centre,Primary,Public,29,4,1,1,8,
,,Iloba Health Centre,Primary,Public,29,4,1,1,9,
,,Asawo Health Centre,Primary,Private,29,4,1,2,10,
,,Itagunmodi Health Centre,Primary,Public,29,4,1,1,11,
,,Igila Health Centre,Primary,Public,29,4,1,1,12,
,,Iyere Health Centre,Primary,Public,29,4,1,1,13,
,,Araromi Health Centre,Primary,Public,29,4,1,1,14,
,Ward 7,Kajola Health Centre,Primary,Public,29,4,1,1,15,
,,Ila-Ijesa Health Centre,Primary,Public,29,4,1,1,16,
,,Abebeyun Health Centre,Primary,Public,29,4,1,1,17,
,,Osunfela Oke Osun Health Centre,Primary,Public,29,4,1,1,18,
,,Oko Ago Health Centre,Primary,Public,29,4,1,1,19,
,,Oke Bode Health Centre,Primary,Public,29,4,1,1,20,
,,Osunjela Health Centre,Primary,Public,29,4,1,1,21,
,Ward 5,Ijana Wasare Health Centre,Primary,Public,29,4,1,1,22,
,,Igun Health Centre,Primary,Public,29,4,1,1,23,
,,Epe Health Centre,Primary,Public,29,4,1,1,24,
,Ward 8,Isotun Health Centre,Primary,Public,29,4,1,1,25,
,,Inisa Health Centre,Primary,Public,29,4,1,1,26,
,,Ita-Osan Health Centre,Primary,Public,29,4,1,1,27,
,Ward 9,Iloya Health Centre,Primary,Public,29,4,1,1,28,
BOLUWADURO,Oke-ode Ward 2," Comp. Health Centre, Otan Ayegabju",Secondary,Public,29,5,2,1,1,
,,"Omi Earn health facility, Otan Ayegbaju",Primary,Public,29,5,1,1,2,
,,"Dispensary, Omi-eran, Otan Ayegbaju",Primary,Public,29,5,1,1,3,
,,"Health post, Ile-aro",Primary,Public,29,5,1,1,4,
,, TBL Clinic/Laboratory,Primary,Public,29,5,1,1,5,
,Igbajo 1 Ward 4,"Comp. Health Centre, Igbajo",Secondary,Public,29,5,2,1,6,
,,"Health Post, Ayetoro",Primary,Public,29,5,1,1,7,
,Iresi 1 Ward 9,"Comp. Health Centre, Ires",Secondary,Public,29,5,2,1,8,
,,"Mat. Centre, Iresi",Primary,Public,29,5,1,1,9,
,,Dispensary Igbajo,Primary,Public,29,5,1,1,10,
,Igabjo 3 Ward 6,"Mat. Centre, Igbajo",Primary,Public,29,5,1,1,11,
,,Dispensary Igbajo,Primary,Public,29,5,1,1,12,
,,"Health Facility, Peete",Primary,Public,29,5,1,1,13,
,Eripa Ward 7,Mat. Centre Eripa,Primary,Public,29,5,1,1,14,
,,"Dispenasary, Eripa",Primary,Public,29,5,1,1,15,
,Ward 8,Health Facility Oke-Irun,Primary,Public,29,5,1,1,16,
,Ward 10,Health Facility Oju Eri,Primary,Public,29,5,1,1,17,
,Oke Omi Ward 1,Health Post Oke-Omi,Primary,Public,29,5,1,1,18,
,,St. Nicholas Catholic Hosp.,Primary,Public,29,5,1,1,19,
,Igabjo 2 Ward 5,"Health Post, Ibudokiriji",Primary,Public,29,5,1,1,20,
,Iresi 10 Ward 9,"Health facility, Ikinfin",Primary,Public,29,5,1,1,21,
,Iresi II Ward 10,Model Primary Health Centre,Primary,Public,29,5,1,1,22,
BORIPE,Ward 2,"Comp. Health Centre, Iragbiji",Secondary,Public,29,6,2,1,1,
,,"Health Clinic, Oja-Oba, Iragbiji",Primary,Public,29,6,1,1,2,
,,"Walewa Mat. Home, Iragbiji",Primary,Private,29,6,1,2,3,
,Ward 9,"Comp. Health Centre, Iree",Secondary,Public,29,6,2,1,4,
,,"Health Clinic, Isale Asa, Iree",Primary,Public,29,6,1,1,5,
,,"Ifedola Hosp. & Mat. Centre, Iree",Primary,Private,29,6,1,2,6,
,,"Ore-Ofe Mat. Home, Iree",Primary,Private,29,6,1,2,7,
,Ward 4,"Health Facility, Isale Oyo",Primary,Public,29,6,1,1,8,
,,"Health Clinic, Oore",Primary,Public,29,6,1,1,9,
,,Oore  Health Post,Primary,Public,29,6,1,1,10,
,Ward 8,"Health Facility, Ada",Primary,Public,29,6,1,1,11,
,,"Oke-Baale Health Post, Ada",Primary,Public,29,6,1,1,12,
,,Alalade Memorial Hosp. Ada,Primary,Private,29,6,1,2,13,
,Ward 5,Jesus Power Mat. Home,Primary,Private,29,6,1,2,14,
,,Health Facility Aagba,Primary,Public,29,6,1,1,15,
,,"He-Reigneth Mat. Home, Ada Rd. Aagba",Primary,Private,29,6,1,2,16,
,,"Ife-Olu Mat. Home, Aagba Rd. Ada",Primary,Private,29,6,1,2,17,
,,"Ona Ara Mat. Home, Aagba",Primary,Private ,29,6,1,2,18,
,Ward 3,Health Facility Eleesun,Primary,Public,29,6,1,1,19,
,,"Health Facility, Egbeda",Primary,Public,29,6,1,1,20,
,, Health Facility Idi-Ogungun,Primary,Public,29,6,1,1,21,
,,"Health Clinic, Araromi, Iragbiji",Primary,Public,29,6,1,1,22,
,,"Health Clinic, Ayekale",Primary,Public,29,6,1,1,23,
,,"Omowumi Hosp. Otapete str, Iragbiji",Primary,Private,29,6,1,2,24,
,,"Orisun Iye Clinic, Iragbiji",Primary,Private,29,6,1,2,25,
,, Ifedola Mat. Home Araromi Str. Iragbiji,Primary,Private,29,6,1,2,26,
,,Odebudo Health Post,Primary,Public,29,6,1,1,27,
,,"Oni-Oba Health Post, Iragbiji",Primary,Public,29,6,1,1,28,
,Ward 10,"Health Facility, Oke-Ogi, Iree",Primary,Public,29,6,1,1,29,
,,"Majekobaje Mat. Home, Isale Osin, Iree",Primary,Private,29,6,1,2,30,
,,"Rainbow Medical Centre, Iree",Primary,Private,29,6,1,2,31,
,,"Model Primary Health Centre, Iree",Primary,Private,29,6,1,2,32,
,Ward 6,Health Facility Ororuwo,Primary,Public,29,6,1,1,33,
,Ward 1,"Health Clinic, Popo, Oke-Oba",Primary,Public,29,6,1,1,34,
,,"Abiye Mat. Centre, Iragbiji",Primary,Private,29,6,1,2,35,
,Ward 7,"Health Clinic, Oluode, Iso Ege",Primary,Public,29,6,1,1,36,
,,Anu Olu Mat. Home Igbajo Rd. Ada,Primary,Private,29,6,1,2,37,
EDE NORTH,Oloba Atapora Ward 1,Isale Oyeku Health Centre,Primary,Public,29,7,1,1,1,
,,HIV Screening Centre,Primary,Public,29,7,1,1,2,
,Sagba Abogunde 2,Sagba Health Centre,Primary,Public,29,7,1,1,3,
,Ologun Agbaakin 3,OlogunAgbaakin Health Centre,Primary,Public,29,7,1,1,4,
,Olusokun 4,Olussokun Health Centre,Primary,Public,29,7,1,1,5,
,,Abere Health,Primary,Public,29,7,1,1,6,
,Alusekere 5,Osode Health Centre,Primary,Public,29,7,1,1,7,
,Sabo Agbongbe I (6),Prime Hospital,Primary,Private,29,7,1,2,8,
,,Osun Agbenle Health Centre,Secondary,Public,29,7,2,1,9,
,Sabo Agbongbe II (7),"Royal Medical Centre, Timi Street, Ede",Primary,Private,29,7,1,2,10,
,,The Muslim Hospital,Primary,Private,29,7,1,2,11,
,,Alaafia Mat. Home Sagba Str. Ede,Primary,Private,29,7,1,2,12,
,,Model Primary Health Centre,Secondary,Public,29,7,2,1,13,
,,Oke-Gada Health Centre,Primary,Public,29,7,1,1,14,
,Buari Isibo 8,Oja Timi Health Centre,Primary,Public,29,7,1,1,15,
,Alusekere 5,Adejuwon Primary Health Centre,Primary,Public,29,7,1,1,16,
,,Agedo Health Centre,Primary,Public,29,7,1,1,17,
,Apaso 9,Life Care Mat. Home Sagba Str. Ede,Primary,Private,29,7,1,2,18,
,Asunmo 10,"C.A.C. Faith Mat. Home, Timi str, Ede",Primary,Private,29,7,1,2,19,
,,Asunmo Health Centre,Primary,Public,29,7,1,1,20,
,TBL Isibo 8,TBL,Primary,Public,29,7,1,1,21,
,Asunmo 10,Azeez Hospital,Primary,Private,29,7,1,2,22,
EDE SOUTH,Sekona Ward,"Comp. Health Centre, Sekona",Secondary,Public,29,8,2,1,1,
,,"Primary Health Centre, Egbeda Ere-Osun",Primary,Public,29,8,1,1,2,
,,"Alafia Mat. Home, Gbongan Rd. Sekona",Primary,Private,29,8,1,2,3,
,,"Primary Health Centre, Sekona",Primary,Public,29,8,1,1,4,
,,Arola PHC,Primary,Public,29,8,1,1,5,
,Babanle Gate,"Primary Health Centre, Obadda",Primary,Public,29,8,1,1,6,
,,Gaaga PHC  Village,Primary,Public,29,8,1,1,7,
,Loogun Egbeda,"Primary Health Centre, Loogun Egbeda",Primary,Public,29,8,1,1,8,
,,"Primary Health Centre, Loogun Araromi",Primary,Public,29,8,1,1,9,
,Alajue II,"Primary Health Centre, Agbinpa Village",Primary,Public,29,8,1,1,10,
,,"Primary Health Centre, Idiagbon Village",Primary,Public,29,8,1,1,11,
,,"Primary Health Centre Alajue, Oyedapo Village",Primary,Public,29,8,1,1,12,
,,"Primary Health Centre, Aminiwon",Primary,Public,29,8,1,1,13,
,Oloki/Akoda,"Primary Health Centre, Akoda",Primary,Public,29,8,1,1,14,
,,"Primary Health Centre, Ogobi Village",Primary,Public,29,8,1,1,15,
,,"Primary Health Centre, Oloki Village",Primary,Public,29,8,1,1,16,
,Olodan,"Primary Health Centre, Ogobi Village",Primary,Public,29,8,1,1,17,
,Alajue 1,"Primary Health Centre, Alajue-Oja Village",Primary,Public,29,8,1,1,18,
,,Anu Olu Hosp. Reservoir Rd. Ede,Primary,Private,29,8,1,2,19,
,,"Doctor’s Clinic, Oke-Ireesi Str, Ede",Primary,Private,29,8,1,2,20,
,,"Alpha Mat. Home, Adetoro Str. Ede",Primary,Private,29,8,1,2,21,
,,Oteda PHC Village,Primary,Public,29,8,1,1,22,
,Babasanya,"Primary Health Centre, babasanya",Primary,Public,29,8,1,1,23,
,Jagunjagun,Ronbay hosp. Ede,Primary,Private,29,8,1,2,24,
,,Jagunjagun PHC,Primary,Public,29,8,1,1,25,
,Kuye Ward,Kuye PHC,Primary,Public,29,8,1,1,26,
,Second Ward,Multipurpose Health Centre,Primary,Public,29,8,1,1,27,
EGBEDORE,Iragberi 1,"Comp. Health Centre, Iragberi",Secondary,Public,29,9,2,1,1,
,,"Primary Health Centre, Iragberi",Primary,Public,29,9,1,1,2,
,Ward 10,"Mercyland Hosp. Olorunsogo, osogbo",Tertiary,Public,29,9,3,1,3,
,,Health Clinic Ofatedo,Primary,Public,29,9,1,1,4,
,,Health Clinic Olorunsogo,Primary,Public,29,9,1,1,5,
,,"Titilope Mat. Home, Ajegunle str. Okinni",Primary,Private,29,9,1,2,6,
,,Unique God’s Mercy Hosp. Olorunsogo,Primary,Private,29,9,1,2,7,
,,Health Post Kitibi,Primary,Public,29,9,1,1,8,
,AWO 1,"Primary Health Centre, Awo",Primary,Public,29,9,1,1,9,
,Ido-Osun 4,"Primary Health Centre, Ido-Osun",Primary,Public,29,9,1,1,10,
,Ara II,"Primary Health Centre, Ara",Primary,Public,29,9,1,1,11,
,,Health Clinic Ara,Primary,Public,29,9,1,1,12,
,,"Health Clinic, Egbedi",Primary,Public,29,9,1,1,13,
,Okinni/Ofatedo/olorunsogo Ward 10,"Primary Health Centre, Okinni",Primary,Public,29,9,1,1,14,
,Looye/Ekuro/Ido 7,Health Clinic Ido,Primary,Public,29,9,1,1,15,
,Ward 7,"Health Clinic, Iwaye",Primary,Public,29,9,1,1,16,
,,"Health Clinic, Ekuro",Primary,Public,29,9,1,1,17,
,,"Health Post, Abudo-Olope",Primary,Public,29,9,1,1,18,
,,"Health Post, Ilase",Primary,Public,29,9,1,1,19,
,Ikotun 8,Health Clinic Ikotun,Primary,Public,29,9,1,1,20,
,Aro/Ojo 9,Health Clinic Ojo,Primary,Public,29,9,1,1,21,
,Ward 9,Health Clinic Aro,Primary,Public,29,9,1,1,22,
,Ward 4,"Health Clinic, Igbokiti",Primary,Public,29,9,1,1,23,
,,"Opeyemi Mat. Home Ede, Ido-Osun",Primary,Private,29,9,1,2,24,
,,Temitope Mat. Home Obbalufon Str. Ido-Osun,Primary,Private,29,9,1,2,25,
,Ward 5,"Health Post, Oniso",Primary,Public,29,9,1,1,26,
EJIGBO,Popo Ward 2,"Gen. Health Centre, Ejigbo",Secondary,Public,29,10,2,1,1,
,Popo Ward 3,"Primary Health Centre, Popo",Primary,Public,29,10,1,1,2,
,Ayegbogbo Ward1,"Primary Health Centre, Ayegbogbo",Primary,Public,29,10,1,1,3,
,,"Victory Hospital, Box 266, Ejigbo",Primary,Private,29,10,1,2,4,
,Balogun Ward 4,"Primary Health Centre, Oke Balogun",Primary,Public,29,10,1,1,5,
,Olla 6,"Primary Health Centre, Olla",Primary,Public,29,10,1,1,6,
,Ifelodun 8,"Primary Health Centre, Ifelodun",Primary,Public,29,10,1,1,7,
,Masifa 7,"Primary Health Centre, Masifa",Primary,Public,29,10,1,1,8,
,Boko 9,"Primary Health Centre, Boko",Primary,Public,29,10,1,1,9,
,Ward 9,"Primary Health Centre, Isundunrin",Primary,Public,29,10,1,1,10,
,,"Primary Health Centre, Ilawo",Primary,Public,29,10,1,1,11,
,,"Ponmile Mat. Home Behind Moye oil, Isundun Ejigbo",Primary,Private,29,10,1,2,12,
,Ward 10,"Primary Health Centre, Ijimoba",Primary,Public,29,10,1,1,13,
,,"Primary Health Centre, Ika",Primary,Public,29,10,1,1,14,
,,"Primary Health Centre, Igbon",Primary,Public,29,10,1,1,15,
,,"Primary Health Centre, Inisa",Primary,Public,29,10,1,1,16,
,,"Primary Health Centre, Aato",Primary,Public,29,10,1,1,17,
,Ward 6,"Primary Health Centre, Agurodo",Primary,Public,29,10,1,1,18,
,Ward 2,"Health Post, Isale Osolo",Primary,Public,29,10,1,1,19,
,,"Health Post, Okemoyo",Primary,Public,29,10,1,1,20,
,,"Olaolu Mat. Centre, Dakolebu, Ejigbo",Primary,Private,29,10,1,2,21,
,,"Emiloju Mat. Home, Eku Isolo, Ejigbo",Primary,Private,29,10,1,2,22,
,,"Emiloju Conv. Home, Igbo Owa, Ejigbo",Primary,Private,29,10,1,2,23,
,Ward 8,"Health Post, Owuu-Ile",Primary,Public,29,10,1,1,24,
,Ward 11,"Health Post, Iwata",Primary,Public,29,10,1,1,25,
,,"Health Post, Afeake",Primary,Public,29,10,1,1,26,
,,"Health Post, Osuntedo",Primary,Public,29,10,1,1,27,
,,"Health post, Alaba-meta",Primary,Public,29,10,1,1,28,
,,"Health Post, Idi-Igba",Primary,Public,29,10,1,1,29,
,Ward 5,Mogbesola Hosp. Oko Rd. Ejigbo,Primary,Private,29,10,1,2,30,
,,"Health Post, Sakasaka",Primary,Public,29,10,1,1,31,
,,Model Primary Health Centre,Primary,Public,29,10,1,1,32,
,Ward 4,"Taoheed Conv. Home, Oke-Bbalogun, Ejigbo",Primary,Private,29,10,1,2,33,
,,Baptist Mat. Centre behind B.H.S. Ejigbo,Primary,Private,29,10,1,2,34,
,Ward 3,"Ike olu hosp, Ijado rd. Ejigbo",Primary,Private,29,10,1,2,35,
,,"Ore-Ofe Mat Home, Imole Camp, Ejigbo",Primary,Private,29,10,1,2,36,
,,"Molak Optical Service, Akinjole Way, Ejigbo",Primary,Private,29,10,1,2,37,
,Ward 1,Health Post Dakolebu,Primary,Public,29,10,1,2,38,
IFE EAST,Okerewe II,"·        State Hosp, Oke-Ogbo Ile-ife",Secondary,Public,29,11,2,1,1,
,,·        Gbodo Health Centre,Primary,Public,29,11,1,1,2,
,,·        Omo-oba Mat. Home,Primary,Private,29,11,1,2,3,
,,·        Agbaramiko H/C,Primary,Private,29,11,1,2,4,
,,·        Benson Olaiya Health Post,Primary,Private,29,11,1,2,5,
,Ilode I,·        Odowara Health centre,Primary,Public,29,11,1,1,6,
,,·        God-Day Clinic,Primary,Private,29,11,1,2,7,
,Ilode II,·        Omitoto Health Centre,Primary,Public,29,11,1,1,8,
,,·        Oke ogbo Health Centre,Primary,Public,29,11,1,1,9,
,Moore,·        Moore Health Centre,Primary,Public,29,11,1,1,10,
,,·        Toyosi Hosp. Opp Gen Hosp. Ile-ife,Primary,Private,29,11,1,2,11,
,,"·        Titilope Med. Centre Moore Str, Ile-ife",Primary,Private,29,11,1,2,12,
,Okerewe III,·        Ifelodun Health Centre,Primary,Public,29,11,1,1,13,
,,·        Alafia Med. Centre Arubidi Str. Ile-ife,Primary,Private,29,11,1,2,14,
,Okerewe I,·        Iloro Health Centre,Primary,Public,29,11,1,1,15,
,Yekemi,·        Iyanfoworogi Health Centre,Primary,Public,29,11,1,1,16,
,,·        Wanikin Health Centre,Primary,Public,29,11,1,1,17,
,,·        Abata Egba Health Centre,Primary,Public,29,11,1,1,18,
,,·        Aye Coker Health Centre,Primary,Public,29,11,1,1,19,
,,·        Yekemi Health Centre,Primary,Public,29,11,1,1,20,
,MOD III,·        Ona Iye Mat. Home Oke Otubu Str. Ife,Primary,Private,29,11,1,2,21,
,More,·        Ajigbore Health Facility,Primary,Public,29,11,1,1,22,
,Moore,·        His Mercy Hosp/. opp OAUTHC Ife,Primary,Private,29,11,1,2,23,
,,·        Opa Health Post,Primary,Public,29,11,1,1,24,
,Modakeke Ward 1,"·        Comp. Health Centre, Modakeke",Primary,Public,29,11,1,1,25,
,,·        Iraye Health Centre,Primary,Public,29,11,1,1,26,
,,·        Ade-Owo Health Centre,Primary,Public,29,11,1,1,27,
,,·        Boosa Health Centre,Primary,Public,29,11,1,1,28,
,,·        Egbedore Health Centre,Primary,Public,29,11,1,1,29,
,,·        Light House Eye Hosp. Toro Road,Primary,Private,29,11,1,2,30,
,,·        Ogo-Oluwa Conv. Home. Iraye Str.,Primary,Private,29,11,1,2,31,
,,·        Abimbola ola Memorial Maternity,Primary,Private,29,11,1,2,32,
,,·        Opeloyeru Clinic Toro Road,Primary,Private,29,11,1,2,33,
,,"·        Anu Olu Clini, Boosa Street",Primary,Private,29,11,1,2,34,
,Modakeke Ward 2,·        Itasin Health Centre,Primary,Public,29,11,1,1,35,
,,·        Oke-Bode Health Centre,Primary,Public,29,11,1,1,36,
,,·        Oloyede Health Centre,Primary,Public,29,11,1,1,37,
,,·        T.B.L. Clinic Itasin,Primary,Public,29,11,1,1,38,
,,"·        Peace Maternity Home, Aranse Olu",Primary,Private,29,11,1,2,39,
,,·        Emiloju Clinic Olorunsoogo Market,Primary,Private,29,11,1,2,40,
,Modakeke Ward 3,·        Akarabata Health Centre,Primary,Public,29,11,1,1,41,
,,·        Oke-Otubu Health Centre,Primary,Public,29,11,1,1,42,
,,·        Olonade Health Centre,Primary,Public,29,11,1,1,43,
,,"·        Ona Iye Maternity Home, Oke-Otubu",Primary,Private,29,11,1,2,44,
,,·        God Of Mercy Conv. Home oronna,Primary,Private,29,11,1,2,45,
,,·        Omo Atenigbore Clinic L.A. Sch. Rd.,Primary,Private,29,11,1,2,46,
,,Ike-Olu Maternity Home. Temitope Street.,Primary,Private,29,11,1,2,47,
IFE SOUTH,Aare,"·        Comp. Health Centre, Ifetedo",Secondary,Public,29,12,2,1,1,
,,·        Primary Health Centre Ifetedo,Primary,Public,29,12,1,1,2,
,,·        Primary Health Centre Owode,Primary,Public,29,12,1,1,3,
,,·        Community Health Centre Ose Arowolo,Primary,Public,29,12,1,1,4,
,,·        Primary Health Centre Amula Gbogbonkanosi,Primary,Public,29,12,1,1,5,
,,·        Yisolad Maternity Home,Primary,Private,29,12,1,2,6,
,,·        Convalescent Home Ifetedo,Primary,Private,29,12,1,2,7,
,Olode,·        Comp. Health Centre Garage Olode,Secondary,Public,29,12,2,1,8,
,,·        Primary Health Centre Olode,Primary,Public,29,12,1,1,9,
,,·        Maternity Health Centre Aye-Balogun,Primary,Public,29,12,1,1,10,
,,·        Primary Health Centre Agbonbiti,Primary,Public,29,12,1,1,11,
,,·        Primary Health Centre Omidi onipetesi,Primary,Public,29,12,1,1,12,
,,·        Primary Health Centre Sekunde,Primary,Public,29,12,1,1,13,
,,·        Primary Health Centre Odemuyiwa,Primary,Public,29,12,1,1,14,
,,"·        Bama Conv. Home, Olode",Primary,Private,29,12,1,2,15,
,,"·        Adeolu Mat. Home, Garage Olode",Primary,Private,29,12,1,2,16,
,,·        Olusanu Med. Centre Ondo Rd. Garage olode,Primary,Private,29,12,1,2,17,
,Mefoworade,·        Primary Health Care Mefoworade,Primary,Public,29,12,1,1,18,
,,·        Primary Health Care Omifunfun,Primary,Public,29,12,1,1,19,
,,·        Primary Health Centre Agbaje Obajoda,Primary,Public,29,12,1,1,20,
,,·        Comm. Health Centre Onigbodogi,Primary,Public,29,12,1,1,21,
,,"·        Comm. Health Centre, Area IV",Primary,Public,29,12,1,1,22,
